,id,comment_text, 'Bandwagon',"""Misrepresentation of Someone's Position (Straw Man)""",'Appeal to authority','Appeal to fear/prejudice','Black-and-white Fallacy/Dictatorship','Causal Oversimplification','Doubt','Exaggeration/Minimisation','Flag-waving','Glittering generalities (Virtue)','Loaded Language','Name calling/Labeling',"Obfuscation, Intentional vagueness, Confusion",'Presenting Irrelevant Data (Red Herring)','Reductio ad hitlerum','Repetition','Slogans','Smears','Thought-terminating cliché','Whataboutism'
4850,636_batch_2,"Natural Remedies,
For that veracity I want to look like a real doctor but I want to be disturbed by this member annoying science.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
723,177_batch_2,"Remember to tell your surgeon not to wear a mask for your next surgery!

Apparently, masks do not provide effective protection against germs - and you certainly don't want your surgeon to run out of oxygen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7821,652_batch_2,"He calls for a ban on glyphosate based on the false belief that it may be carcinogenic.

Keep drinking cancer-causing wine",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
137,13_batch_2,"The law is not a moral compass. The people who hid Anne Frank were breaking the law.
The people who killed her were following it.
",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1398,403_batch_2,"GOOD WORK RAPIST

VISIT JACOBS BUT NOT THE TWO OFFICIALS WHO WERE HIT",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
5787,347_batch_2,"The police are the enemy!

Dry them completely.

Words that only a criminal would say!

BLUE WAX

TRUMP 2020
SAVE AMERICA BIG",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
5494,17_batch_2,"ROYAL POLICE IN CANADA - WE ALWAYS GET OUR MAN.

EXCEPT MAN IS A QUALITY LIBERAL POLITICIAN. Then we hide.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7008,233_batch_2,"Damn, we all treat us the same! Who knows",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2197,134,"If Trump isn't Hitler, I'm an idiot

Self-confidence",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2330,5,America's axis of evil,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1167,149,"Trump has reportedly offered a German company $ 1.00 million for exclusive rights to any coronavirus vaccine.

""Trump wanted to not only monitor any new vaccines, but also make sure they were only available for profit,"" Common Dreams reported.

What could be more depraved than trying to profit from the suffering of the whole world?
 Spread your shame.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
2329,5,The axis of evil of the United States of America,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6361,654_batch_2,"We know the moon landings were not fake.

Because that's how we found the earth to be flat.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4549,456_batch_2,"NATIONAL ATTENTION

VERSUS.

PAS GONNA MENTION WHAT HAPPENED TO THE MEDIA?
THEY ARE SO SO CALM",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,313_batch_2,"It's not Baghdad.
It's not Benghazi.
It's not Fallujah.
It's Minneapolis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
172,94_batch_2,"They say you can't fix STUPID
TURNS OUT You Can't QUARANTINE IT EITHER 
",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4594,523_batch_2,"Plunder

An act in urban communities to honor a recently killed person who nobody knew but you tell people he was like a son

For a good looted label, underwear must be fully visible at all times",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4055,220_batch_2,Would it be WHO my pants?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1650,53,"LIBERAL LOGIC: ""DON'T CALL THEM ANIMALS!""

""I DID NOT CALL YOU!""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
767,89_batch_2,"Let's give all cops 30 days of paid vacation so idiots like the ones pictured below can get a taste of what it would be like not to have them.
Police officers on duty.

POLICE REFUND",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2337,163,"I GET WHAT I WANT

OR THE STATE DOESN'T GET WHAT IT NEEDS.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4528,447_batch_2,Trump fears me,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6299,630_batch_2,"Yes, why am I asking me, is it homeopathy?

Instead, I would like to see a true doctor if you are okay with butter.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7379,406_batch_2,"You sing a vote for sincerity for someone who smells a sexual intercourse porn star and model, or a young girl who smells a moan, verity.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1000,577_batch_2,"SORRY, BUT I HAVE NOT HEARD ANTI-GUN LECTURES FROM PEOPLE WHO THINK KILLING A BABY is OK.",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
7066,266_batch_2,"PERSONAL PROTEST AGAINST THE PERSONAL VOTE!?

Postmaster
saboteur",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7806,645_batch_2,"He argues that large pharmaceutical companies do not sell natural medicines because they cannot make money from what they cannot patent.

You spend $ 120 a month on water.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3137,525_batch_2,"Welcome back to another episode ""Things I'd rather listen to Nancy Pelosi than""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
870,348_batch_2,"LIAR LIAR 2020
Remake Staring Joe Biden

I kick my ass
Worry!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7326,381_batch_2,"Check out the new @ Targeta uniform.
Officially, I won't go shopping there anymore.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1635,69,"The transgender man gives birth to a child from a non-binary couple who have a sperm donor

If I haven't seen it, it hasn't happened.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3636,72,"Spelling lesson

LAST 4 LETTERS IN ""AMERICAN"": ""I CAN!""

THE LAST 4 LETTERS IN THE ""REPUBLICAN"": ""I CAN!""

THE LAST 4 LETTERS FROM THE ""DEMOCRATS"": RATS!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5869,384_batch_2,"DREW BREES goes from saying that you never do an anthem in an anthem to using the name of a man who sexually liked a woman.
This is on arch at the MOB
THAT'S A CODE.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3022,423_batch_2,"CHRIS WALLACE

LIBERAL BIAS",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4349,358_batch_2,"SOLID Hell Was founded in America
Strong sincerity citizens, talking strongly out of tax evasion and tyranny, tobacco, brew beer and spirits, and weapons of smuggling grew.
And then the same citizen is saved.",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
5565,242_batch_2,"Snowflakes beg THIS guy to save them from the trolls

Rest of the country",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
383,409_batch_2,"IMPOSTER

Everything this man has told you about himself:
His birth certificate, his SS#, his schooling, his commitment to the well being of this country, his religion....everthing....is a lie.
",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1473,556_batch_2,"As we see Antifa

How real Americans see Antifa",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2142,182,"The most costly mistakes in history

World Health Organization (WHO)
A preliminary investigation by the Chinese authorities found no clear evidence of human-to-human transmission of the new coronavirus (2019-nCoV) identified in #Wuhan, #China.
January 14, 2020

WORLD NEWS 3 FEBRUARY 2020/22: 33/2 MONTHS AGO
WHO chief says widespread travel bans are unnecessary to defeat China virus",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5166,181,"""People who have never died before are dying.""
- Donald J. Trump, March 18, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4113,251_batch_2,"democratic party
We run cities ... in the countryside.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3339,618_batch_2,"This is your child

It's your baby on vaccines

Any questions?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7791,640_batch_2,"Last news!

Graduates of Google University were shocked when Dunning-Kruger Syndrome spread unhindered in their ranks.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2968,399_batch_2,"YOUR SORRY IS NOT MY PROBLEM!

You won't get anything until I want to",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2742,302_batch_2,"Home majority whip James Clyburn gave him one comment.

CoVid 19 ""is a great opportunity to rebuild things according to our vision.""",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4682,563_batch_2,"54 Massachusetts Solidarity Memorial, Black Living Matter Was Destroyed By State

54 Massachusetts Regiment",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2489,38_batch_2,CAN YOU STILL GET OR ALL IS Sick Corona Regularly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6940,156_batch_2,"WARNING!

Vaccines can cause ...
Hair loss or graying
wrinkles
Not no
Free or reduced bus tickets
Tell the children to get up from your lawn
Moans for modern music",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7080,272_batch_2,"It doesn't matter what DEM, HOLLYWOOD ELITES and MEDIA PUNDIT say.

I trust our president and will re-elect him!",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7549,536_batch_2,The FBI hires the Italian bodyguard Hiluigi Clintonelli to protect Ghislaine Maxwell,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
352,369_batch_2,"IT'S NOT JUST THAT I CARE ABOUT MY RIGHT TO OWN A GUN AND PROTECT MY FAMILY
IT'S ALSO THAT I QUESTION YOUR MOTIVATION FOR TRYING TO STOP ME FROM BEING ABLE TO DO IT
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2518,160_batch_2,"PARENTS REFUSING BABIES VITAMIN K SHOTS

WHY THEY PREFER THAT THE CHILD HAS NATURAL AND BIOLOGICAL INTRACRANIC HEMORRHAGE",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,150,"THE TWO BIGGEST HAZARDS TO AMERICA

Worst Senate Leader Ever and Most Corrupt President Ever",0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2445,171_batch_2,"Americans when Newton discovered gravity:

Gravity communist

Don't fall from 9.8 m / s ^ 2

My mass is my choice",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1752,212_batch_2,When you're this full of shit you need a second hole,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2712,282_batch_2,THE MAYOR OF MINNEAPOLIS WANTS $ 55 MILLION FOR DAMAGE CAUSED BY THE ROOTS. I DON'T THINK YOU SHOULD GET A PENNY! DO YOU AGREE?,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4377,367_batch_2,"""To conquer a nation, first disarm its citizens.""
- Adolf Hitler, 1933",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,473_batch_2,"Her choice as a great role model-pervert misogynists, rapists and male verity they raped pills before.
good.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
6945,89_batch_2,"We're giving all police officers 30 days of paid leave so the jerks like the picture below have an idea of ​​what it will be like when they leave.
Police officers on duty.

RETURN OF POLICE",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1253,198_batch_2,"They told me I could be what I wanted

SO I BECOME THE SAVIOR OF WESTERN CIVILIZATION",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1102,130,"WHEN YOUR TAXES ARE FINALLY USED TO KILL TERRORISTS ...

INSTEAD OF FINANCING THEM!
TRUMP 2020",0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3284,590_batch_2,"0 There is a mass shooting during the quarantine when I buy a large quantity of guns and ammunition present.

Just LOOK AT YOU",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7664,585_batch_2,"What do you think about the protection key?

How to really protect yourself
Help! Help! I'm suppressing!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4656,550_batch_2,"We'll try the HILLAIRE campaign again, but this time with a man, and here's the highlight:
This is completely inconsistent.

Joe
Feb 2020",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
155,41_batch_2,"TRUDEAU'S PRIORITIES
1.ENRICHING HIS FRIENDS AND FAMILY
2. OTHER LIBERAL ELITES AND LOBBYISTS
3. FOREIGN DICTATORS
4. CORRUPT CORPORATE EXECUTIVES

ERIN'S PRIORITIES
1. CANADIANS

",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0
871,349_batch_2,"Peaceful protesters: ""We are held responsible for the actions of violent looters!""

Gun owner:
-First time?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5378,36_batch_2,"IT TIME TO HELP PEOPLE!

Leave the policeman, overcome the fight of history and reenactment of cowards, or stand up and fuck them SAY!",0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4464,413_batch_2,"CNN reports:

Register 15,000 submarines (shown here)
SUPPORT BY JOE BIDEN.
This must be problematic for the Trump campaign.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7269,355_batch_2,"THE LIBERALS SAY: ""IF KEEPING ALL WEAPONS SAVES YOUR LIFE, YOUR LIFE WILL BE WORTH IT.""

So if hiding all illegal aliens saves one life, isn't it worth it?",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
7150,308_batch_2,"No longer a Democrat versus a Republican

It's communism against freedom",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
1775,251_batch_2,"The Democratic Party
We run cities ... on the ground.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3869,143_batch_2,"OVER DISEASE ANTIVAXXER SAY
Through improved hygiene.
Let's look at some of the places where DG disease was eradicated.

This area is low-income in Mumbai, and India has never before polio that UH DG.
Isn't it amazing what hygiene sings?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3403,642_batch_2,"Extensive studies have found no correlation between the use of glyphosate by farmers and cancer rates.

None. POST CODE. Nada. Zilch.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3878,7_batch_2,Corrupt group,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3660,192,"If you want to destroy the monuments of slavery and racism to all liberals, I have a monument to you!

NATIONAL DEMOCRATIC HEADQUARTERS
430, RUE CAPITOL COURT",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4287,337_batch_2,"WE DIDN'T VOTE IN THE CLINTON VIOLATION AFTER the FBI found CLINTON's DNA on MONICA'S DRESS ...
... WE SHOULD NOT MAKE THE FBI RESULTS AFFECT OUR VOICES!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6076,531_batch_2,"A July 4th message from Joe:

Merry Christmas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2664,259_batch_2,WHO STILL WAITS FOR ME TO WIN SLEEPY JOE IN DEBATE?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
905,398_batch_2,"On my dead body, Trump will win a second term.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1109,66,"United Nations

United Nations Office in New York recruits paramilitary troops for 'disarmament' and reintegration 'of American civilians

WELCOME TO AMERICA",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7842,660_batch_2,"""If the chemtrails are not real, explain why they keep turning on and off.""

""For the same reason, you see the breath of a cold day, not a hot one, model.""",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1816,313_batch_2,"It is not Baghdad.
It is not Benghazi.
It is not Fallujah.
It's Minneapolis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1136,192,"If all liberals want to tear down the monuments to slavery and racism, I have the monument for you!

NATIONAL DEMOCRATIC HEADQUARTERS
430 CALLE CHAPTER SUR",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
596,678_batch_2,"Pornhub

Interracial couple fuck entire nation.

",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3502,676_batch_2,"And now boss?

I'm not your boss this time, Joe.
This is Kamala now.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3562,146,"These liberals hate me

That's because I'm black, right?",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2736,296_batch_2,We humans want this woman not to work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7338,385_batch_2,"Is there anything suitable in a public school?
Let's talk about this because it has become a widespread problem that affects our children ...

THE BLACK LIFE IS IMPORTANT",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
5023,104,"TACTICS CRAZY TO THE LEFT.

Close business
Close the stages
Destroy the exchange
Try removing TRUMP RALLIES.
Is it part of a bigger conspiracy?
CORONAVIRUS
NO PANIC ...
THINK ABOUT AMERICA!",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
7912,684_batch_2,"Joe Biden Presents

The poor boys",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2734,296_batch_2,"We, the people, want this woman to be out of the office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6247,608_batch_2,"I will never know measles, chickenpox, polio, or whooping cough.

Thanks for vaccinating my mom.
I love you",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4288,340_batch_2,"IF HE LIVES TODAY, HE CAN #WALKAWAY AB
TODAY DEMOCRATIC FESTIVAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4035,209_batch_2,"How can you marry this man

I wanted to ask you the same question!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4989,685_batch_2,"President Trump's rallies are expected to have a mirrored wall behind them that will force the media to show a huge, enthusiastic crowd in front of them.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1648,85,"Remember, Democrats voted with American citizens not to buy insurance and will therefore be made available to illegal foreigners for free.",0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
4683,563_batch_2,"54th Massachusetts Regiment Memorial Destroyed by Black Lives Matter This Week

54th Regiment in Massachusetts",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
411,442_batch_2,"All socialism involves slavery.
That which fundamentally distinguishes the slave is that he labours under coercion to satisfy anothers desires.
Herbert Spender",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6352,649_batch_2,"Who among you said that losing a Twitter account is like life under the Nazis?
Please STFU?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3224,567_batch_2,"Tony TIMPA
Murdered by police violence
-13 minutes the police said his lungs ABOVE / HIS BACK ON KNEE They were joking and he passed after that
O's slept given by PPL

GEORGE Floyd
Murdered by police violence
-After the police kneel on his neck for 8 minutes
Absolute MAD Protest

Same Situation TWO-American Society Response FROM Two Different",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2426,122_batch_2,"honor
NO INTEGRITY
NO principle
NO morality
NO patriotism
NO honesty
NO Ethics
NO character
NO dignity
NO virtue
NO remorse
Gonggang
NO humanity

100% poop",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3186,547_batch_2,"This is a garage door rope and has been proven to be
there for years.

Obviously it's a noose, and I put it on because I'm black.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5071,115,"People kept asking, ""Why did God want America around him?""

IT WASN'T ME.
AMERICA WANTED TO SURROUND GOD.
THAT'S WHAT THE WORLD WITHOUT IT.",0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1139,114,HISTORY HAS SHOWN THAT THESE ARE THE FIRST TWO THINGS PROHIBITED BY TOTALITY GOVERNMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2532,54_batch_2,"Better to remain silent and consider yourself a fool than to put one of them on the lawn and dispel doubts.

REGISTERED PRESIDENT",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4631,540_batch_2,"Oh damn!
Someone shoots a lot of ass!",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7160,311_batch_2,"On the same day, President and Economic Trump expanded educational opportunities ISPANO...

Boycott Starts DIE LINKE About Trump Hispanic Applying to Family Business",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
953,468_batch_2,When you have an ice cream to go a full day without saying anything stupid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1392,397_batch_2,"WHEN INSULTS TRUMP

ISOLATE 65 MILLION AMERICANS",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3732,85,"Remember that Democrats, along with American citizens, voted not to buy insurance, and then it will be available for free to illegal immigrants.",0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
1784,266_batch_2,"PERSONAL PROTEST AGAINST PERSONAL VOTING !?

Postmaster
saboteur",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5436,94_batch_2,"They say you can't fix it STUPID
WHAT YOU CANNOT QUARTZ OR",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1840,373_batch_2,"Of course I'm lying and I know I am, but it's sexist of you to point it out or tell the truth !!!

LIE",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
336,353_batch_2,"238 years ago we froze and starved in order to defeat the largest military force on earth to build a free nation
And you surrendered it because you're afraid of getting sick
",0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
6449,684_batch_2,"Joe Biden Gifts

poor",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7740,621_batch_2,"The radiation emitted by this lamp is much more energetic than the 5G signal.

Both are not harmful to health.
Except when you use them to read online advertisements.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4616,532_batch_2,"Look for
Democrats destroy democratic statues of racism offered by Democrats",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
7145,306_batch_2,This is what looks like $20 billion when virus DG is to you in treatment.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4425,394_batch_2,"YOUR GOVERNMENT has failed!

I have been in government for 49 years!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5896,399_batch_2,"YOUR SORRY IS NOT MY PROBLEM!

You won't get anything until I want to",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4535,449_batch_2,"The President is again unjust and refuses to sign our reform election laws.
How Donald J. Trump sings the country's forthcoming MOVE as president during?
He claims that the voters will...
1. Be a US citizen.
Specify OK. Proof of citizenship.
3. Make sure you are cast per voter
4. Make sure the number of votes is correct.
5. As for makeup, the voter must be a living person.
6. The strengthened record in the US confirmed I have been updated.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6201,585_batch_2,"AS YOU THINK WE PROTEST AGAINST THE CASTLE

HOW SHELTER PROTECTION REALLY LOOKS
HELP! HELP! I PRESS!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5277,188_batch_2,"Not that most are silent

That is, most of the media are silent.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6756,32_batch_2,"Charles Wade, co-founder of BLM, was arrested for child trafficking in 2016.
In other words, he was arrested for the modern day slave trade.
I hope you haven't missed the irony.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
5037,168,"HE IS NOT A HERO TO NEED

BUT THE HERO WE DESERVE",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
65,136,"WHAT A CONTRAST

FROM WORST EVER TO BEST EVER",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5358,151_batch_2,"if the attack happens in 2020 ...

I disagree with this new norm

without bombs they brainwashed you

I'm leaving, that's my right

they want us to stay here to control ourselves

I leave a light in my house and you can't stop me",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5851,377_batch_2,"DEMENTIA MY ASS!

I've always been so stupid!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
369,393_batch_2,"I HAD THEM BELIEVING I'M AN INDIAN

THAT'S NOTHING, LIZ. 
THEY THINK I'M AFRICAN-AMERICAN.

",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,678_batch_2,"Pornhub

Interracial couple fucks the whole nation.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4225,309_batch_2,"LOCK is the only way to keep you safe

REALLY?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,461_batch_2,BUT JOE SAID HE CHOOSE A BLACK WOMAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7433,430_batch_2,"Guidebook culture label attached

The birth of American BY
Africa America
moving
qualified
hero
Science
expert
Very pacific
wife",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1613,152,"""Yes, Mr. Trump, let's make America great again. But first make one thing clear: America was great before you were elected.""

Barbara streisand",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1676,107_batch_2,"If you support this man, I will not judge you by your choice of political parties.
I will judge you for your lack of morals, ethics and humanity.
The others too.
History too.",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6052,521_batch_2,"Maybe the NFL should get him into every locker room

THE FIRST AFRICAN AMERICAN TO RECEIVE THE HONOR MEDAL IN THE CIVIL WAR WAS SGT. WILLIAM HARVEY CARNEY, WHO, despite being shot in the face, shoulders, arms and legs, refused to bring the American flag to the ground.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
4930,669_batch_2,"Researchers have developed a variety of rice to address vitamin A deficiency in poor countries, which leads to widespread blindness and more than 600,000 child deaths each year.

The well-fed people of Greenpeace are against it.
What kind of person are you?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2192,162,"Until death separates us

NO TO About Violence Against Women",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
